company,year,energy_consumption,female_employees,ghg_scope_1,ghg_scope_2,living_wage_policy,modern_slavery_statement,total_waste_generated,total_waste_recycled,water_withdrawals,total_employees,supplier_list,supplied_by,address
"Next PLC,2019,943407,30271,45739,60440,No Living Wage Policy,,29031,27632,237116,,,1510,""Desford Road, Enderby, Leicester, LE19 4AT""",nan,,,,,,,,,,,,,
Next PLC,2020,,27891,,,,,30227,29105,,44414,,781,
Next PLC,2021,,30775,,,,,21753,21136,,40867,,2950,Desford Road Enderby Leicester LE19 4AT
Next PLC,2022,263517406,30775,42616,47334,,,31292,30238,,44626,,1743,Desford Road Enderby Leicester LE19 4AT
Next PLC,2023,251924761,30800,43165,48961,,,34013,32297,,44000,,1342,Desford Road Enderby Leicester LE19 4AT
Nike Inc.,2003,,,852000,,,,,,,,,,
Nike Inc.,2011,,,1570000,,,,,,,,,,
Nike Inc.,2012,,,1730000,,,,,,,,,,
Nike Inc.,2013,,,1710000,,,,,,,,,,
Nike Inc.,2014,,,1710000,,,,,,,,,,
Nike Inc.,2015,1700000000,,1890000,,,,,24493.99,,,,,
Nike Inc.,2016,,543177,,,,,124059,,,1131620,,,
Nike Inc.,2017,30692552.4,32400,26339,224446,No Living Wage Policy,,89329,82193,17103600,67500,,577,
Nike Inc.,2018,2929330.8,31800,41942,259103,No Living Wage Policy,,137226,36508,16524800,73100,,567,
"Nike Inc.,2019,2991074.4,33030,46714,209065,No Living Wage Policy,,145434,38035,15437300,,,632,""Nike World Headquarters",nan,,,,,,,,,,,,,
One Bowerman Drive,nan,,,,,,,,,,,,,
Beaverton,OR 97005,,,,,,,,,,,,,
Nike Inc.,2020,,33653,,,,,,,,,,,
Nike Inc.,2021,,32588,42720,76420,,,,,,65283,,494,ONE BOWERMAN DR BEAVERTON 97005-6453
Nike Inc.,2023,2805789.6,37680,59672,222647,,,236984,69350,18569000,75748,,,
Nikko Asset Management,2017,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Ninety One,2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Nippon Life India Asset Management Ltd. (Invt Mgmt),2020,,,,,,No - neither,,,,,,,
Nippon Value Investors KK,2020,,,,,,No - neither,,,,,,,
Nomura Holdings,2016,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Nomura Holdings,2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Nomura Holdings,2021,,,,,,Yes - UK Modern Slavery Act,,,,,,,
"Nomura International plc,2020,,,,,,""Yes - UK Modern Slavery Act, Yes - Australian Modern Slavery Act"",,,,,,,",nan,,,,,,,,,,,,,
"Nomura International plc,2021,,,,,,""Yes - UK Modern Slavery Act, Yes - Australian Modern Slavery Act"",,,,,,,",nan,,,,,,,,,,,,,
Nomura International plc,2022,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Nomura International plc,2023,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Nordea Bank,2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Nordea Investment Management AB,2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Nordea Investment Management AB (Denmark),2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Nordstrom,2016,2210159.88,,45365,248097.1,,,,,,,,,
Nordstrom,2017,2917702.8,,47957,208888,,,,,,,,,
Nordstrom,2018,2911424.4,48280,51024,204888,No Living Wage Policy,,,,,71000,,,
Nordstrom,2019,2774372.4,46240,46521,186379,No Living Wage Policy,,48801.298,31916.048892,1297472.601436704,,No,,
Nordstrom,2020,2446045.2,40000,46521,186379,,,,,,58000,,75,
Nordstrom,2021,,39600,,,,,,,,60000,,230,1617 SIXTH AVENUE SEATTLE 98101-4407
Nordstrom,2022,,39600,22717,3805845,Living Wage mentioned,,,,,60000,,210,
Norges Bank Investment Management (NBIM),2020,,,,,,No - neither,,,,,,,
Northern Trust,2017,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Northern Trust,2019,,,,,,Yes - UK Modern Slavery Act,,,,,,,
"Northern Trust,2020,,,,,,""Yes - UK Modern Slavery Act, Yes - Australian Modern Slavery Act"",,,,,,,",nan,,,,,,,,,,,,,
Northern Trust,2021,,,,,,Yes - UK Modern Slavery Act,,,,,,,
"Northern Trust,2023,,,,,,""Yes - UK Modern Slavery Act, Yes - Australian Modern Slavery Act, Yes - Canadian Act"",,,,,,,",nan,,,,,,,,,,,,,
"Northern Trust Global Investments,2020,,,,,,""Yes - UK Modern Slavery Act, Yes - Australian Modern Slavery Act"",,,,,,,",nan,,,,,,,,,,,,,
Northern Trust Global Investments,2022,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Northern Trust Global Investments,2023,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Northern Trust Global Investments,2024,,,,,,Yes - UK Modern Slavery Act,,,,,,,
"Northern Trust Investments, Inc.,2020,,,,,,""Yes - UK Modern Slavery Act, Yes - Australian Modern Slavery Act"",,,,,,,",nan,,,,,,,,,,,,,
Nuveen LLC,2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Oceana Investimentos,2020,,,,,,No - neither,,,,,,,
Odey Asset Management LLP,2019,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Odey Asset Management LLP,2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Ohio Public Employees Retirement System,2020,,,,,,No - neither,,,,,,,
Onward Holdings,2019,,,,,No Living Wage Policy,,,,,,,,
Onward Holdings,2022,,5165,,,,,0,0,,6377,,,
Onward Holdings,2023,,4806,1233,6352,,,,,,6061,,,
Opportunity Asset Administradora de Recursos de Terceiros Ltda.,2020,,,,,,No - neither,,,,,,,
Orbis Allan Gray Ltd,2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Orbis Investment Management Ltd.,2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Orient Securities,2020,,,,,,No - neither,,,,,,,
OxFORD Asset Management LLP,2021,,,,,,Yes - UK Modern Slavery Act,,,,,,,
"Oxford Industries Inc,2019,Unknown,Unknown,Unknown,Unknown,No Living Wage Policy,,Unknown,Unknown,Unknown,,,,""752 S Victory Dr, Lyons, GA""",nan,,,,,,,,,,,,,
Oxford Industries Inc,2020,,2849,,,,,,,,,No,,
PNC Bank,2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
PNC Financial Services,2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
PRIMECAP Management Co.,2020,,,,,,No - neither,,,,,,,
PVH,2016,,,37323,111403,No Living Wage Policy,,,,,,,,
"PVH,2017,Unknown,21961,32690,119758,""Living Wage Timeframe set, Living Wage Methodology described, Living Wage Achieved"",,Unknown,11231,183392,,No,,",nan,,,,,,,,,,,,,
"PVH,2018,1601384,24073,35039,93839,Living Wage mentioned,,12968,12189,181235,,""Yes, Tier 1 only"",441,",nan,,,,,,,,,,,,,
"PVH,2019,1485670,24455,33776,70369,Living Wage Methodology described,,12828,7428,136233,,""Yes, Tier 1 only"",353,""200 Madison Ave, New York, NY 10016, United States""",nan,,,,,,,,,,,,,
"PVH,2021,656640,20460,25158,38695,""Living Wage mentioned, Living Wage Methodology described"",,Unknown,Unknown,112200000,,,735,200 MADISON AVENUE NEW YORK 10016",nan,,,,,,,,,,,,,
PVH,2022,615666.708,20565,15363,31626,Living Wage mentioned,,,,,,,567,
Palisade Capital Management LLC,2020,,,,,,No - neither,,,,,,,
Paradice Investment Management LLC,2020,,,,,,No - neither,,,,,,,
Parametric Portfolio Associates LLC,2020,,,,,,Yes - Australian Modern Slavery Act,,,,,,,
"Parametric Portfolio Associates LLC,2021,,,,,,""Yes - UK Modern Slavery Act, Yes - Australian Modern Slavery Act"",,,,,,,",nan,,,,,,,,,,,,,
Parnassus Investments,2020,,,,,,No - neither,,,,,,,
Peng Yang Amc Fund Management Co. Ltd.,2020,,,,,,No - neither,,,,,,,
PensionDanmark,2020,,,,,,No - neither,,,,,,,
Perkins Investment Management LLC,2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Phoenix Asset Management Partners Ltd.,2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Pictet Group (Pictet Asset Management),2018,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Pictet Group (Pictet Asset Management),2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
PineBridge Investments Asia Ltd.,2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Ping An Bank,2020,,,,,,No - neither,,,,,,,
Platinum Investment Management Ltd.,2020,,,,,,Yes - Australian Modern Slavery Act,,,,,,,
Platinum Investment Management Ltd.,2021,,,,,,Yes - Australian Modern Slavery Act,,,,,,,
Platinum Investment Management Ltd.,2022,,,,,,Yes - Australian Modern Slavery Act,,,,,,,
Platinum Investment Management Ltd.,2023,,,,,,Yes - Australian Modern Slavery Act,,,,,,,
Platinum Investment Management Ltd.,2024,,,,,,Yes - Australian Modern Slavery Act,,,,,,,
Polaris Capital Management LLC,2020,,,,,,No - neither,,,,,,,
Polen Capital Management LLC,2020,,,,,,No - neither,,,,,,,
Ponta Sul Investimentos Ltda.,2020,,,,,,No - neither,,,,,,,
Prada,2014,,7547,,,,,,,,,,,
Prada,2015,,7604,,,,,,,,,No,,
Prada,2016,552200.4,7673,5431,75300,,,,,,,No,,
Prada,2017,535971.6,7914,5456,71240,,,,,,12844,No,,
Prada,2018,637379.7308,8404,5035,60835,No Living Wage Policy,,,,,13556,No,,
Prada,2019,633520.4004,8673,5040,60121,No Living Wage Policy,,,,,13988,No,,
Prada,2020,,7972,6388,,No Living Wage Policy,,,,,12858,No,,
Prada,2021,,8147,,,,,2210,,,13140,,,
Prada,2022,393751,8673,36920,310671,,,2037,,,13768,,,
Prada,2023,384218,9352,6809,4769,,,2275,1444,256300,,,,
Principal Financial Group,2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Principal Global Investors,2019,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Principal Global Investors,2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Principal Global Investors,2021,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Puma,2002,,,,,,,,,,1019,,,
Puma,2003,,,,,,,,,,2826,,,
Puma,2004,,,,,,,,,,3475,,,
Puma,2005,,,233,6623,,,105.344,,3921,4425,,,
Puma,2006,,,284,4211,,,94.122,,4862,6831,,,
Puma,2007,,,,,,,,,,8338,,,
Puma,2008,,,,,,,,,,9503,,,
Puma,2009,,,2509,24388,,,,,,9747,,,
Puma,2010,,,2275,27758,,,6458.148,,116532,9313,,,
Puma,2011,,,6616,27758,,,6458.148,,116532,10043,,,
Puma,2012,,,7068,29479,,,5071,,121043,10935,,,
Puma,2013,,,6689,27835,,,4719,,124106,10982,,,
Puma,2014,289274.328,,7306,34969,,,4310,2738.845,99712,11267,,,
Puma,2015,,,7296,35591,No Living Wage Policy,,5006.919,2949.003,104221,10988,No,,
Puma,2016,293.4,,6854,37300,No Living Wage Policy,,5302,3275,107025,11128,No,,
"Puma,2017,701571.6,5658,7678,40029,No Living Wage Policy,,5293,3419,106397,,""Yes, Tier 1 & 2"",,",nan,,,,,,,,,,,,,
"Puma,2018,705117.6,7221,6918,43366,No Living Wage Policy,,4877,2282,89676,,""Yes, Tier 1 & 2"",,",nan,,,,,,,,,,,,,
"Puma,2019,886176,8072,6326,40986,No Living Wage Policy,,3154,1111,95291,,""Yes, Tier 1 & 2"",,""PUMA SE, PUMA WAY 1, 91074 Herzogenaurach, Germany""",nan,,,,,,,,,,,,,
Puma,2020,282.06,8389,4179,30917,,,23498,1848,,14374,,129,
Puma,2021,,9297,,,,,,,,,,206,
Puma,2022,317855,9074,1430690,35528,Living Wage Achieved,,4527,27280,,20485,,249,
Puma,2023,355143.6,9570,6403,41679,Living Wage Achieved,,5595,3598,142565,21164,,203,
Pzena Investment Management Inc.,2018,,,,,,Yes - UK Modern Slavery Act,,,,,,,
"Pzena Investment Management Inc.,2020,,,,,,""Yes - UK Modern Slavery Act, Yes - Australian Modern Slavery Act"",,,,,,,",nan,,,,,,,,,,,,,
"Pzena Investment Management Inc.,2021,,,,,,""Yes - UK Modern Slavery Act, Yes - Australian Modern Slavery Act"",,,,,,,",nan,,,,,,,,,,,,,
Qatar Investment Authority,2020,,,,,,No - neither,,,,,,,
Quaestor Vermogensbeheer NV,2020,,,,,,No - neither,,,,,,,
Quantitative Management Associates LLC,2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Quinn Opportunity Partners LLC,2020,,,,,,No - neither,,,,,,,
"RBC Global Asset Management (UK) Ltd.,2020,,,,,,""Yes - UK Modern Slavery Act, Yes - Australian Modern Slavery Act"",,,,,,,",nan,,,,,,,,,,,,,
"RBC Global Asset Management (US), Inc.,2020,,,,,,""Yes - UK Modern Slavery Act, Yes - Australian Modern Slavery Act"",,,,,,,",nan,,,,,,,,,,,,,
"RBC Global Asset Management Inc.,2020,,,,,,""Yes - UK Modern Slavery Act, Yes - Australian Modern Slavery Act"",,,,,,,",nan,,,,,,,,,,,,,
RWC Asset Management LLP,2019,,,,,,Yes - UK Modern Slavery Act,,,,,,,
RWC Asset Management LLP,2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
RWC Asset Management LLP,2022,,,,,,Yes - UK Modern Slavery Act,,,,,,,
RWC Asset Management LLP,2023,,,,,,Yes - UK Modern Slavery Act,,,,,,,
RWC Asset Management LLP,2024,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Ralph Lauren Corporation,2017,619120.8,,,,,,,,,,,,
Ralph Lauren Corporation,2018,612838.8,,,,,,,,,23500,,,
Ralph Lauren Corporation,2019,586270.8,15309,,,No Living Wage Policy,,,,,,,,
Ralph Lauren Corporation,2022,861496,14148,11582,69291,,,8271,6947,,22081,,1,
Ralph Lauren Corporation,2023,851000,14972,12206,62381,,,10724,11.8,,23277,,381,
Rathbone Investment Management Ltd.,2019,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Rathbone Investment Management Ltd.,2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Rathbone Investment Management Ltd.,2021,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Rathbone Investment Management Ltd.,2022,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Rathbone Investment Management Ltd.,2023,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Rathbone Investment Management Ltd.,2024,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Ravenscroft Investment Management Ltd.,2020,,,,,,No - neither,,,,,,,
Renaissance Technologies LLC,2016,,,,,,No - neither,,,,,,,
Renaissance Technologies LLC,2017,,,,,,No - neither,,,,,,,
Renaissance Technologies LLC,2018,,,,,,No - neither,,,,,,,
Renaissance Technologies LLC,2019,,,,,,No - neither,,,,,,,
Renaissance Technologies LLC,2020,,,,,,No - neither,,,,,,,
Richemont,2017,849600,,15400,55300,,,,,,,,,
Richemont,2018,972000,16530,19500,58500,No Living Wage Policy,,,,,29000,,,
Richemont,2019,1011600,19950,15900,54800,No Living Wage Policy,,,,,35000,,,
Richemont,2021,,19950,13344,6644,,,,,,,,,
Richemont,2022,986400,19349.38,,,,,20015,6065,,33361,,,
Richemont,2023,1170000,22249,15000,4400,Living Wage mentioned,,17250,6419,2698563,,,,
River & Mercantile Asset Management LLP,2019,,,,,,Yes - UK Modern Slavery Act,,,,,,,
River & Mercantile Asset Management LLP,2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Robeco Institutional Asset Management B.V.,2017,,,,,,Yes - UK Modern Slavery Act,,,,,,,
RobecoSAM,2017,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Ross Stores,2019,,,,,No Living Wage Policy,,,,,88100,,,
Ross Stores,2020,,74260,20816,205898,No Living Wage Policy,,,,,,No,,
Ross Stores,2021,2993090,72149,24826,229977,,,,110000,,93700,,,5130 HACIENDA DRIVE DUBLIN 94568
Ross Stores,2022,3098860,80800,29832,235693,No Living Wage Policy,,,35000,,100000,,,
Royal Bank of Canada,2016,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Royal Bank of Canada,2017,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Royal Bank of Canada,2018,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Royal Bank of Canada,2019,,,,,,Yes - UK Modern Slavery Act,,,,,,,
"Royal Bank of Canada,2020,,,,,,""Yes - UK Modern Slavery Act, Yes - Australian Modern Slavery Act"",,,,,,,",nan,,,,,,,,,,,,,
Royal Bank of Canada,2021,,,,,,Yes - Australian Modern Slavery Act,,,,,,,
Royal London Asset Management Limited,2018,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Royal London Asset Management Limited,2019,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Royal London Asset Management Limited,2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Royal London Asset Management Limited,2021,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Royal London Asset Management Limited,2023,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Ruffer (Asia) Ltd.,2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Russell Investment Management LLC,2019,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Russell Investment Management LLC,2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Russell Investment Management LLC,2021,,,,,,Yes - Australian Modern Slavery Act,,,,,,,
Rutabaga Capital Management LLC,2020,,,,,,No - neither,,,,,,,
SEB Investment Management,2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
SEI Investments (Europe) Ltd.,2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
SEI Investments (Europe) Ltd.,2021,,,,,,Yes - UK Modern Slavery Act,,,,,,,
SEI Investments (Europe) Ltd.,2022,,,,,,Yes - UK Modern Slavery Act,,,,,,,
SEI Investments (Europe) Ltd.,2023,,,,,,Yes - UK Modern Slavery Act,,,,,,,
SEI Investments (Europe) Ltd.,2024,,,,,,Yes - UK Modern Slavery Act,,,,,,,
SKY Harbor Capital Management,2020,,,,,,No - neither,,,,,,,
SMA Gestion SA,2020,,,,,,No - neither,,,,,,,
Salvatore Ferragamo SpA,2017,110563,2856,1327,10404,,,,,,4183,,,
Salvatore Ferragamo SpA,2018,128356,2857,1034,12517,No Living Wage Policy,,950,95,,4228,,,
Salvatore Ferragamo SpA,2019,139220,2858,1308,13268,No Living Wage Policy,,1386,144.144,,,No,,
Salvatore Ferragamo SpA,2021,126647,2599,1112,12122,,,812.9,,,3887,,,
Salvatore Ferragamo SpA,2022,130127,2542,1122,11952,,,731.8,675.4,,3830,,,
Salvatore Ferragamo SpA,2023,147822,2388,1128,3095,No Living Wage Policy,,711.13,661.3,4644000,,,,
Samlyn Capital LLC,2020,,,,,,No - neither,,,,,,,
Sanderson Asset Management LLP,2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Sands Capital Management,2020,,,,,,No - neither,,,,,,,
Sapience Investments LLC,2020,,,,,,No - neither,,,,,,,
"Schroder Investment Management (Hong Kong) Ltd.,2020,,,,,,""Yes - UK Modern Slavery Act, Yes - Australian Modern Slavery Act"",,,,,,,",nan,,,,,,,,,,,,,
Schroder Investment Management Ltd.,2021,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Schroder Investment Management Ltd.,2022,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Schroder Investment Management Ltd.,2023,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Schroder Investment Management Ltd.,2024,,,,,,Yes - UK Modern Slavery Act,,,,,,,
"Schroder Investment Management North America, Inc.,2020,,,,,,""Yes - UK Modern Slavery Act, Yes - Australian Modern Slavery Act"",,,,,,,",nan,,,,,,,,,,,,,
Schroders,2016,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Schroders,2017,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Schroders,2018,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Schroders,2019,,,,,,Yes - UK Modern Slavery Act,,,,,,,
"Schroders,2020,,,,,,""Yes - UK Modern Slavery Act, Yes - Australian Modern Slavery Act"",,,,,,,",nan,,,,,,,,,,,,,
"Schroders,2021,,,,,,""Yes - UK Modern Slavery Act, Yes - Australian Modern Slavery Act"",,,,,,,",nan,,,,,,,,,,,,,
Schroders,2022,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Schroders,2023,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Schroders,2024,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Semir,2019,,,,,No Living Wage Policy,,,,,,No,,
Semir,2023,,1923,,,,,,,,,,,
Senvest Management LLC,2020,,,,,,No - neither,,,,,,,
Shapiro Capital Management LLC,2020,,,,,,No - neither,,,,,,,
Sharp Capital Gestora de Recursos Ltda.,2020,,,,,,No - neither,,,,,,,
Silvercrest Asset Management Group Inc.,2020,,,,,,No - neither,,,,,,,
Silvercrest Asset Management Group LLC,2020,,,,,,No - neither,,,,,,,
Skechers USA Inc,2019,,,,,No Living Wage Policy,,,,,,,,
Skechers USA Inc,2022,50826,,79543,,,,,,,15000,,,
Skechers USA Inc,2023,,,10610,71983,No Living Wage Policy,,,,,,,,
Sports Direct,2017,,,12624,112692,,,,,,,,,
Sports Direct,2018,,,13754,102827,,,,,,,,,
"Sports Direct,2019,Unknown,14700,13826,96334,""Living Wage mentioned, Living Wage Methodology described"",,Unknown,Unknown,Unknown,,,,",nan,,,,,,,,,,,,,
Sports Direct,2020,995828,10091,20987,68162,Living Wage mentioned,,,13786,,30000,No,,
Sports Direct,2023,726384.82,17214.93,46789,15516,Living Wage mentioned,,,,,32481,,,Unit A Brook Park East Shirebrook NG20 8RY
Sprucegrove Investment Management Ltd.,2020,,,,,,No - neither,,,,,,,
Standard Life Investments Ltd.,2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
State Street Global Advisors,2016,,,,,,Yes - UK Modern Slavery Act,,,,,,,
State Street Global Advisors,2017,,,,,,Yes - UK Modern Slavery Act,,,,,,,
State Street Global Advisors,2018,,,,,,Yes - UK Modern Slavery Act,,,,,,,
State Street Global Advisors,2019,,,,,,Yes - UK Modern Slavery Act,,,,,,,
State Street Global Advisors,2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
State Street Global Advisors,2021,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Steve Madden,2019,,,,,No Living Wage Policy,,,,,4000,,,
Steve Madden,2020,,2960,8372,,,,,,,,No,,
Steve Madden,2021,,,,,,,,,,3500,,,
Steve Madden,2022,,2880,1225,4987,,,,0.769,,4000,,,
SunTrust Banks,2020,,,,,,No - neither,,,,,,,
Superdry plc,2018,,2719,187,9197,Living Wage mentioned,,,,,4814,,,
"Superdry plc,2019,99039.6,2855,301,8457,""Living Wage mentioned, Living Wage Methodology described"",,Unknown,Unknown,Unknown,,,,",nan,,,,,,,,,,,,,
Superdry plc,2021,69613.2,2239,182,4738,Living Wage mentioned,,,,,3782,,,
Superdry plc,2022,73773.01,2373,180,0,Living Wage mentioned,,,,,,,,
Susquehanna Financial Group LLLP,2020,,,,,,No - neither,,,,,,,
Suvretta Capital Management LLC,2020,,,,,,No - neither,,,,,,,
Svenska Handelsbanken,2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Swatch Group,2019,,,,,No Living Wage Policy,,,,,,,,
Swatch Group,2023,1432080,16560,17931,34047,,,9231,5465,1780075,,,,
Swedbank Robur,2020,,,,,,No - neither,,,,,,,
Swiss National Bank,2020,,,,,,No - neither,,,,,,,
Sycomore Asset Management,2020,,,,,,No - neither,,,,,,,
Syquant Capital SAS,2020,,,,,,No - neither,,,,,,,
T Rowe Price,2019,,,,,,Yes - UK Modern Slavery Act,,,,,,,
T Rowe Price,2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
"T Rowe Price,2021,,,,,,""Yes - UK Modern Slavery Act, Yes - Australian Modern Slavery Act"",,,,,,,",nan,,,,,,,,,,,,,
"T Rowe Price,2022,,,,,,""Yes - UK Modern Slavery Act, Yes - Australian Modern Slavery Act"",,,,,,,",nan,,,,,,,,,,,,,
T. Rowe Price Associates Inc.,2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
T. Rowe Price International Ltd.,2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
T. Rowe Price International Ltd.,2021,,,,,,Yes - UK Modern Slavery Act,,,,,,,
T. Rowe Price International Ltd.,2022,,,,,,Yes - UK Modern Slavery Act,,,,,,,
T. Rowe Price International Ltd.,2023,,,,,,Yes - UK Modern Slavery Act,,,,,,,
T. Rowe Price International Ltd.,2024,,,,,,Yes - UK Modern Slavery Act,,,,,,,
TIAA-CREF Investment Management LLC,2020,,,,,,No - neither,,,,,,,
TJX Companies,2014,,,,,,,,,,,,,
TJX Companies,2017,7675942,191730,80561,1418695,,,,,,249000,,,
TJX Companies,2018,7943396,,99906,684375,No Living Wage Policy,,,,,270000,,,
TJX Companies,2019,8163572,223080,109302,1232563,No Living Wage Policy,,,,,,No,,
TJX Companies,2021,7.384,249600,105001,1015688,Living Wage mentioned,,216684,216684,,320000,,,770 COCHITUATE RD FARMINGHAM 01701
TJX Companies,2022,8541748.8,184967,128450,441194,No Living Wage Policy,,34700,280089,,,,,
TOBAM,2020,,,,,,No - neither,,,,,,,
TOD'S,2015,,,,,,,,,,,,,
TOD'S,2016,,,2021,,,,,,,,,,
TOD'S,2017,155053,,2189,15288,,,,,,,,,
TOD'S,2018,163895,,2538,14883,,,1770.4,,,,,,
TOD'S,2019,157411,3115,2138,13831,No Living Wage Policy,,3117.2,,161000,,,,
TOD'S,2021,,,15000,,,,,,,,,1,
TOD'S,2023,145749,3476,1763,10127,No Living Wage Policy,,2770.8,1365.68,123690,,,,
TRUXT Investimentos Ltda.,2020,,,,,,No - neither,,,,,,,
TT International,2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
"TTY Management B.V.,2020,,,,,,""Yes - UK Modern Slavery Act, Yes - California Transparency in Supply Chains Act"",,,,,,,",nan,,,,,,,,,,,,,
Tapestry Inc,2010,,,,,,,,222,,,,,
Tapestry Inc,2011,,,,,,,,347,,,,,
Tapestry Inc,2012,,,,80049,,,,396,,18000,,,
Tapestry Inc,2013,,,,82795,,,376.4816671,355,,18366,,,
Tapestry Inc,2014,,15012,,56841,,,,,,19002,,,
Tapestry Inc,2015,,,,,,,,,,16843,,,
Tapestry Inc,2016,,,,,,,,,,16649,,,
Tapestry Inc,2017,,14946,1060,62211,No Living Wage Policy,,,,32176,21351,,,
Tapestry Inc,2018,,15960,1048.12,57255.45,No Living Wage Policy,,,,42476.6045,21000,,,
Tapestry Inc,2019,,16380,,,No Living Wage Policy,,,,40529.90412293,,No,,
"Tapestry Inc,2021,535518,12956,59367,59367,No Living Wage Policy,,4079,3507.94,43256.23729,,,,""10 HUDSON YARDS, NEW YORK, 10001""",nan,,,,,,,,,,,,,
Tapestry Inc,2023,,14400,5559,11779,No Living Wage Policy,,,,38206,,,46,
Tata AIA Life Insurance Co. Ltd.,2020,,,,,,No - neither,,,,,,,
Ted Baker,2018,,2441,175,4389,Living Wage mentioned,,,,,3582,,,
Ted Baker,2019,43501.716,2491,199,3715,Living Wage mentioned,,,,,,,,
"Ted Baker,2021,Unknown,1506,261,3350,""Living Wage mentioned, Living Wage Achieved"",,Unknown,Unknown,Unknown,,,136,The Ugly Brown Building 6a St Pancras Way London NW1 0TB",nan,,,,,,,,,,,,,
Ted Baker,2022,10920,1586,,,,,,,,2224,,187,The Ugly Brown Building 6a St Pancras Way London NW1 0TB
Templeton Asset Management Ltd.,2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Templeton Asset Management Ltd. (Hong Kong),2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Tengelmann Verwaltungs- und Beteiligungs GmbH,2020,,,,,,No - neither,,,,,,,
The Bessemer Group Inc,2020,,,,,,No - neither,,,,,,,
